date,open,high,low,close,adj_close,volume
2025-01-02,390.1000061035156,392.7300109863281,373.0400085449219,379.2799987792969,379.2799987792969,1.097107e8
2025-01-03,381.4800109863281,411.8800048828125,379.45001220703125,410.44000244140625,410.44000244140625,9.54233e7
2025-01-06,423.20001220703125,426.42999267578125,401.70001220703125,411.04998779296875,411.04998779296875,8.55165e7
2025-01-07,405.8299865722656,414.3299865722656,390.0,394.3599853515625,394.3599853515625,7.56995e7
2025-01-08,392.95001220703125,402.5,387.3999938964844,394.94000244140625,394.94000244140625,7.30388e7
2025-01-10,391.3999938964844,399.2799987792969,377.2900085449219,394.739990234375,394.739990234375,6.22873e7
2025-01-13,383.2099914550781,403.7900085449219,380.07000732421875,403.30999755859375,403.30999755859375,6.75805e7
2025-01-14,414.3399963378906,422.6400146484375,394.5400085449219,396.3599853515625,396.3599853515625,8.4565e7
2025-01-15,409.8999938964844,429.79998779296875,405.6600036621094,428.2200012207031,428.2200012207031,8.13755e7
2025-01-16,423.489990234375,424.0,409.1300048828125,413.82000732421875,413.82000732421875,6.83352e7
2025-01-17,421.5,439.739990234375,419.75,426.5,426.5,9.49914e7
2025-01-21,432.6400146484375,433.20001220703125,406.30999755859375,424.07000732421875,424.07000732421875,8.73209e7
2025-01-22,416.80999755859375,428.0,414.5899963378906,415.1099853515625,415.1099853515625,6.09633e7
2025-01-23,416.05999755859375,420.7300109863281,408.95001220703125,412.3800048828125,412.3800048828125,5.06906e7
2025-01-24,414.45001220703125,418.8800048828125,405.7799987792969,406.5799865722656,406.5799865722656,5.64271e7
2025-01-27,394.79998779296875,406.69000244140625,389.0,397.1499938964844,397.1499938964844,5.81255e7
2025-01-28,396.9100036621094,400.5899963378906,386.5,398.0899963378906,398.0899963378906,4.89107e7
2025-01-29,395.2099914550781,398.5899963378906,384.4800109863281,389.1000061035156,389.1000061035156,6.80336e7
2025-01-30,410.7799987792969,412.5,384.4100036621094,400.2799987792969,400.2799987792969,9.80929e7
2025-01-31,401.5299987792969,419.989990234375,401.3399963378906,404.6000061035156,404.6000061035156,8.32836e7
2025-02-03,386.67999267578125,389.1700134277344,374.3599853515625,383.67999267578125,383.67999267578125,9.37321e7
2025-02-04,382.6300048828125,394.0,381.3999938964844,392.2099914550781,392.2099914550781,5.70722e7
2025-02-05,387.510009765625,388.3900146484375,375.5299987792969,378.1700134277344,378.1700134277344,5.72233e7
2025-02-06,373.0299987792969,375.3999938964844,363.17999267578125,374.32000732421875,374.32000732421875,7.79182e7
2025-02-07,370.19000244140625,380.54998779296875,360.3399963378906,361.6199951171875,361.6199951171875,7.02983e7
2025-02-10,356.2099914550781,362.70001220703125,350.510009765625,350.7300109863281,350.7300109863281,7.75149e7
2025-02-11,345.79998779296875,349.3699951171875,325.1000061035156,328.5,328.5,1.185434e8
2025-02-12,329.94000244140625,346.3999938964844,329.1199951171875,336.510009765625,336.510009765625,1.053827e8
2025-02-13,345.0,358.69000244140625,342.8500061035156,355.94000244140625,355.94000244140625,8.94415e7
2025-02-14,360.6199951171875,362.0,347.5,355.8399963378906,355.8399963378906,6.82773e7
2025-02-18,355.010009765625,359.1000061035156,350.0199890136719,354.1099853515625,354.1099853515625,5.16317e7
2025-02-19,354.0,367.3399963378906,353.6700134277344,360.55999755859375,360.55999755859375,6.70944e7
2025-02-20,361.510009765625,362.29998779296875,348.0,354.3999938964844,354.3999938964844,4.59654e7
2025-02-21,353.44000244140625,354.9800109863281,334.4200134277344,337.79998779296875,337.79998779296875,7.40586e7
2025-02-24,338.1400146484375,342.3999938964844,324.70001220703125,330.5299987792969,330.5299987792969,7.60523e7
2025-02-25,327.0199890136719,328.8900146484375,297.25,302.79998779296875,302.79998779296875,1.342288e8
2025-02-26,303.7099914550781,309.0,288.0400085449219,290.79998779296875,290.79998779296875,1.001183e8
2025-02-27,291.1600036621094,297.2300109863281,280.8800048828125,281.95001220703125,281.95001220703125,1.017482e8
2025-02-28,279.5,293.8800048828125,273.6000061035156,292.9800109863281,292.9800109863281,1.15697e8
2025-03-03,300.3399963378906,303.94000244140625,277.29998779296875,284.6499938964844,284.6499938964844,1.155514e8
2025-03-04,270.92999267578125,284.3500061035156,261.8399963378906,272.0400085449219,272.0400085449219,1.267066e8
2025-03-05,272.9200134277344,279.54998779296875,267.7099914550781,279.1000061035156,279.1000061035156,9.40429e7
2025-03-06,272.05999755859375,272.6499938964844,260.0199890136719,263.45001220703125,263.45001220703125,9.84516e7
2025-03-07,259.32000732421875,266.25,250.72999572753906,262.6700134277344,262.6700134277344,1.023696e8
2025-03-10,252.5399932861328,253.3699951171875,220.0,222.14999389648438,222.14999389648438,1.890769e8
2025-03-11,225.30999755859375,237.05999755859375,217.02000427246094,230.5800018310547,230.5800018310547,1.748964e8
2025-03-12,247.22000122070312,251.83999633789062,241.10000610351562,248.08999633789062,248.08999633789062,1.422157e8
2025-03-13,248.1300048828125,248.2899932861328,232.60000610351562,240.67999267578125,240.67999267578125,1.148135e8
2025-03-14,247.30999755859375,251.5800018310547,240.72999572753906,249.97999572753906,249.97999572753906,1.002423e8
2025-03-17,245.05999755859375,245.39999389648438,232.8000030517578,238.00999450683594,238.00999450683594,1.119006e8
2025-03-18,228.16000366210938,230.10000610351562,222.27999877929688,225.30999755859375,225.30999755859375,1.114776e8
2025-03-19,231.61000061035156,241.41000366210938,229.1999969482422,235.86000061035156,235.86000061035156,1.119938e8
2025-03-20,233.35000610351562,238.0,230.0500030517578,236.25999450683594,236.25999450683594,9.90283e7
2025-03-21,234.99000549316406,249.52000427246094,234.5500030517578,248.7100067138672,248.7100067138672,1.327287e8
2025-03-24,258.0799865722656,278.6400146484375,256.3299865722656,278.3900146484375,278.3900146484375,1.690799e8
2025-03-25,283.6000061035156,288.20001220703125,271.2799987792969,288.1400146484375,288.1400146484375,1.503615e8
2025-03-26,282.6600036621094,284.8999938964844,266.510009765625,272.05999755859375,272.05999755859375,1.536298e8
2025-03-27,272.4800109863281,291.8500061035156,271.82000732421875,273.1300048828125,273.1300048828125,1.625721e8
2025-03-28,275.5799865722656,276.1000061035156,260.57000732421875,263.54998779296875,263.54998779296875,1.238094e8
2025-03-31,249.30999755859375,260.55999755859375,243.36000061035156,259.1600036621094,259.1600036621094,1.340089e8
2025-04-01,263.79998779296875,277.45001220703125,259.25,268.4599914550781,268.4599914550781,1.464869e8
2025-04-02,254.60000610351562,284.989990234375,251.27000427246094,282.760009765625,282.760009765625,2.127878e8
2025-04-03,265.2900085449219,276.29998779296875,261.510009765625,267.2799987792969,267.2799987792969,1.361743e8
2025-04-04,255.3800048828125,261.0,236.0,239.42999267578125,239.42999267578125,1.812294e8
2025-04-07,223.77999877929688,252.0,214.25,233.2899932861328,233.2899932861328,1.834538e8
2025-04-08,245.0,250.44000244140625,217.8000030517578,221.86000061035156,221.86000061035156,1.716035e8
2025-04-09,224.69000244140625,274.69000244140625,223.8800048828125,272.20001220703125,272.20001220703125,2.194334e8
2025-04-10,260.0,262.489990234375,239.3300018310547,252.39999389648438,252.39999389648438,1.817226e8
2025-04-11,251.83999633789062,257.739990234375,241.36000061035156,252.30999755859375,252.30999755859375,1.289481e8
2025-04-14,258.3599853515625,261.79998779296875,245.92999267578125,252.35000610351562,252.35000610351562,1.001352e8
2025-04-15,249.91000366210938,258.75,247.5399932861328,254.11000061035156,254.11000061035156,7.95943e7
2025-04-16,247.61000061035156,251.97000122070312,233.88999938964844,241.5500030517578,241.5500030517578,1.123787e8
2025-04-17,243.47000122070312,244.33999633789062,237.67999267578125,241.3699951171875,241.3699951171875,8.34048e7
2025-04-21,230.25999450683594,232.2100067138672,222.7899932861328,227.5,227.5,9.7768e7
2025-04-22,230.9600067138672,242.7899932861328,229.85000610351562,237.97000122070312,237.97000122070312,1.208585e8
2025-04-23,254.86000061035156,259.45001220703125,244.42999267578125,250.74000549316406,250.74000549316406,1.503819e8
2025-04-24,250.5,259.5400085449219,249.1999969482422,259.510009765625,259.510009765625,9.44642e7
2025-04-25,261.69000244140625,286.8500061035156,259.6300048828125,284.95001220703125,284.95001220703125,1.675607e8
2025-04-28,288.9800109863281,294.8599853515625,272.4200134277344,285.8800048828125,285.8800048828125,1.517318e8
2025-04-29,285.5,293.32000732421875,279.4700012207031,292.0299987792969,292.0299987792969,1.089066e8
2025-04-30,279.8999938964844,284.45001220703125,270.7799987792969,282.1600036621094,282.1600036621094,1.289611e8
2025-05-01,280.010009765625,290.8699951171875,279.80999755859375,280.5199890136719,280.5199890136719,9.9659e7
2025-05-02,284.8999938964844,294.7799987792969,279.80999755859375,287.2099914550781,287.2099914550781,1.144547e8
2025-05-05,284.57000732421875,284.8500061035156,274.3999938964844,280.260009765625,280.260009765625,9.46189e7
2025-05-06,273.1099853515625,277.7300109863281,271.3500061035156,275.3500061035156,275.3500061035156,7.67158e7
2025-05-07,276.8800048828125,277.9200134277344,271.0,276.2200012207031,276.2200012207031,7.15926e7
2025-05-08,279.6300048828125,289.79998779296875,279.4100036621094,284.82000732421875,284.82000732421875,9.75394e7
2025-05-09,290.2099914550781,307.0400085449219,290.0,298.260009765625,298.260009765625,1.323878e8
2025-05-12,321.989990234375,322.2099914550781,311.5,318.3800048828125,318.3800048828125,1.128267e8
2025-05-13,320.0,337.5899963378906,316.79998779296875,334.07000732421875,334.07000732421875,1.369926e8
2025-05-14,342.5,350.0,337.0,347.67999267578125,347.67999267578125,1.369973e8
2025-05-15,340.3399963378906,346.1400146484375,334.7200012207031,342.82000732421875,342.82000732421875,9.78826e7
2025-05-16,346.239990234375,351.6199951171875,342.3299865722656,349.9800109863281,349.9800109863281,9.58957e7
2025-05-19,336.29998779296875,343.0,333.3699951171875,342.0899963378906,342.0899963378906,8.88699e7
2025-05-20,347.8699951171875,354.989990234375,341.6300048828125,343.82000732421875,343.82000732421875,1.317155e8
2025-05-21,344.42999267578125,347.3500061035156,332.20001220703125,334.6199951171875,334.6199951171875,1.023548e8
2025-05-22,331.8999938964844,347.2699890136719,331.3900146484375,341.0400085449219,341.0400085449219,9.71134e7
2025-05-23,337.9200134277344,343.17999267578125,333.2099914550781,339.3399963378906,339.3399963378906,8.46548e7
2025-05-27,347.3500061035156,363.7900085449219,347.32000732421875,362.8900146484375,362.8900146484375,1.201464e8
2025-05-28,364.8399963378906,365.0,355.9100036621094,356.8999938964844,356.8999938964844,9.14043e7
2025-05-29,365.2900085449219,367.7099914550781,356.0,358.42999267578125,358.42999267578125,8.80878e7
2025-05-30,355.5199890136719,363.67999267578125,345.2900085449219,346.4599914550781,346.4599914550781,1.234749e8
2025-06-02,343.5,348.0199890136719,333.3299865722656,342.69000244140625,342.69000244140625,8.18738e7
2025-06-03,346.6000061035156,355.3999938964844,343.0400085449219,344.2699890136719,344.2699890136719,9.93245e7
2025-06-04,345.1000061035156,345.6000061035156,327.3299865722656,332.04998779296875,332.04998779296875,9.89121e7
2025-06-05,322.489990234375,324.54998779296875,273.2099914550781,284.70001220703125,284.70001220703125,2.874998e8
